ImageNumber,ObjectNumber,Metadata_Channel,Metadata_FileLocation,Metadata_MaskLocation,Metadata_compound,Metadata_concentration,Metadata_imageBaseName,Metadata_pathBase,Metadata_plateName,Metadata_platePath,Metadata_posNum,Metadata_posPath,Metadata_timeNum,Metadata_wellNum,Metadata_wellPath,AreaShape_Center_X,AreaShape_Center_Y,Math_area_micronsq,TrackObjects_Label
246,1,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,165,4,2192.087,1
246,2,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,225,14,1444.785,2
246,3,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,92,21,6078.060,3
246,4,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,46,29,2515.918,4
246,5,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,296,35,672.572,5
246,6,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,372,53,7423.204,6
246,7,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,472,65,13700.545,7
246,8,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,297,61,7124.283,8
246,9,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,6,56,697.482,9
246,10,00,C:\FIS\demo_dataset\03-images_renamed\demoplate_01\W0052--fsk_809--0.8\P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--C00.tif,C:/FIS/demo_dataset/05-images_analysis/demoplate_01--ij/W0052--fsk_809--0.8/P001--fsk_809--0.8/demoplate_01--fsk_809--0.8--W0052--P001--T0000--masks.tif,fsk_809,0.8,demoplate_01--fsk_809--0.8--W0052--P001--T0000,C:\FIS\demo_dataset\03-images_renamed,demoplate_01,demoplate_01,001,P001--fsk_809--0.8,0000,0052,W0052--fsk_809--0.8,399,81,10636.605,10
